# Java (JDK / third-party) type -> C++ mapping. Consumed by tools/cppgen and implemented by jlang.
# Columns: javaFQN <TAB> cppType <TAB> header <TAB> kind <TAB> notes
#   cppType: C++ type used in declarations. $0,$1 = mapped type arguments (full C++ types,
#            e.g. "Player*", "int32_t"). A missing type argument (raw type / wildcard ?) maps to jlang::Object*.
#   header:  jlang header that declares it ("core" = <jlang/jlang.h>, always included by generated headers).
#   kind:    value     - C++ value type (no pointer)
#            ptr       - GC object held by pointer (class; may be used as base class)
#            iface     - interface (inherit with `public virtual`)
#            static    - utility class with only static members (never a declaration type)
#            exception - exception class (ptr when stored, thrown by value)
#            marker    - marker interface: dropped from base lists
#            unsupported - JVM-only facility; code using it must be rewritten by hand (generator emits jlang::Object* and a comment)
#            codebase  - maps to a class ported from this repository
# ---------------------------------------------------------------- java.lang
javax.xml.stream.XMLEventFactory	jlang::xml::XMLEventFactory*	jlang/Xml.h	ptr
javax.xml.stream.XMLEventReader	jlang::xml::XMLEventReader*	jlang/Xml.h	ptr
javax.xml.stream.XMLEventWriter	jlang::xml::XMLEventWriter*	jlang/Xml.h	ptr
javax.xml.stream.XMLStreamException	jlang::xml::XMLStreamException*	jlang/Xml.h	exception
javax.xml.stream.events.XMLEvent	jlang::xml::XMLEvent*	jlang/Xml.h	ptr
javax.xml.stream.events.StartElement	jlang::xml::XMLEvent*	jlang/Xml.h	ptr	one event class exposes asStartElement() etc. returning itself
javax.xml.stream.events.EndElement	jlang::xml::XMLEvent*	jlang/Xml.h	ptr
javax.xml.stream.events.Characters	jlang::xml::XMLEvent*	jlang/Xml.h	ptr
javax.xml.stream.events.Comment	jlang::xml::XMLEvent*	jlang/Xml.h	ptr
javax.xml.stream.events.Attribute	jlang::xml::XMLAttribute*	jlang/Xml.h	ptr
javax.xml.transform.Result	jlang::Object*	core	unsupported
javax.xml.transform.stream.StreamResult	jlang::Object*	core	unsupported
javax.tools.JavaCompiler	jlang::Object*	core	unsupported	runtime script compilation: replaced by the class registry
javax.tools.JavaFileObject	jlang::Object*	core	unsupported
javax.tools.JavaFileObject.Kind	jlang::Object*	core	unsupported
javax.tools.SimpleJavaFileObject	jlang::Object*	core	unsupported
javax.tools.ForwardingJavaFileManager	jlang::Object*	core	unsupported
javax.tools.JavaFileManager	jlang::Object*	core	unsupported
javax.tools.JavaFileManager.Location	jlang::Object*	core	unsupported
javax.tools.StandardLocation	jlang::Object*	core	unsupported
javax.tools.DiagnosticListener	jlang::Object*	core	unsupported
javax.tools.Diagnostic	jlang::Object*	core	unsupported
javax.tools.FileObject	jlang::Object*	core	unsupported
javax.tools.ToolProvider	jlang::Object*	core	unsupported
com.sun.tools.javac.file.BaseFileObject	jlang::Object*	core	unsupported
# ---------------------------------------------------------------- log4j
org.apache.log4j.Logger	jlang::Logger*	jlang/Log.h	ptr
org.apache.log4j.Category	jlang::Logger*	jlang/Log.h	ptr
org.apache.log4j.Level	jlang::log4j::Level*	jlang/Log.h	ptr
org.apache.log4j.Priority	jlang::log4j::Level*	jlang/Log.h	ptr
org.apache.log4j.LogManager	jlang::log4j::LogManager	jlang/Log.h	static
org.apache.log4j.Hierarchy	jlang::Object*	core	unsupported	LoggingService override hack: drop
org.apache.log4j.spi.LoggerFactory	jlang::log4j::LoggerFactory*	jlang/Log.h	iface
org.apache.log4j.spi.LoggingEvent	jlang::log4j::LoggingEvent*	jlang/Log.h	ptr
org.apache.log4j.spi.ThrowableInformation	jlang::log4j::ThrowableInformation*	jlang/Log.h	ptr
org.apache.log4j.spi.Filter	jlang::log4j::Filter*	jlang/Log.h	ptr	subclassed by commons filters; decide() returns int (DENY/NEUTRAL/ACCEPT)
org.apache.log4j.FileAppender	jlang::log4j::FileAppender*	jlang/Log.h	ptr	subclassed by TruncateToZipFileAppender
org.apache.log4j.AppenderSkeleton	jlang::log4j::AppenderSkeleton*	jlang/Log.h	ptr
org.apache.log4j.xml.DOMConfigurator	jlang::log4j::DOMConfigurator	jlang/Log.h	static
org.apache.log4j.helpers.LogLog	jlang::log4j::LogLog	jlang/Log.h	static
# ---------------------------------------------------------------- commons-lang / commons-io
org.apache.commons.lang.ArrayUtils	jlang::ArrayUtils	core	static
org.apache.commons.lang.StringUtils	jlang::StringUtils	core	static
org.apache.commons.io.FileUtils	jlang::FileUtils	jlang/IO.h	static
org.apache.commons.io.IOUtils	jlang::IOUtils	jlang/IO.h	static
org.apache.commons.io.LineIterator	jlang::LineIterator*	jlang/IO.h	ptr
org.apache.commons.io.filefilter.IOFileFilter	jlang::FileFilter*	jlang/IO.h	iface
org.apache.commons.io.filefilter.FileFilterUtils	jlang::FileFilterUtils	jlang/IO.h	static
org.apache.commons.io.filefilter.HiddenFileFilter	jlang::FileFilterUtils	jlang/IO.h	static	HiddenFileFilter.VISIBLE -> jlang::FileFilterUtils::VISIBLE()
# ---------------------------------------------------------------- netty 3 (chatserver)
org.jboss.netty.bootstrap.ServerBootstrap	jlang::netty::ServerBootstrap*	jlang/Netty.h	ptr
org.jboss.netty.buffer.ChannelBuffer	jlang::netty::ChannelBuffer*	jlang/Netty.h	ptr
org.jboss.netty.buffer.ChannelBuffers	jlang::netty::ChannelBuffers	jlang/Netty.h	static
org.jboss.netty.buffer.HeapChannelBufferFactory	jlang::netty::HeapChannelBufferFactory*	jlang/Netty.h	ptr
org.jboss.netty.channel.Channel	jlang::netty::Channel*	jlang/Netty.h	ptr
org.jboss.netty.channel.ChannelFactory	jlang::netty::ChannelFactory*	jlang/Netty.h	ptr
org.jboss.netty.channel.ChannelFuture	jlang::netty::ChannelFuture*	jlang/Netty.h	ptr
org.jboss.netty.channel.ChannelFutureListener	jlang::netty::ChannelFutureListener*	jlang/Netty.h	iface
org.jboss.netty.channel.ChannelHandler	jlang::netty::ChannelHandler*	jlang/Netty.h	iface
org.jboss.netty.channel.ChannelHandlerContext	jlang::netty::ChannelHandlerContext*	jlang/Netty.h	ptr
org.jboss.netty.channel.ChannelPipeline	jlang::netty::ChannelPipeline*	jlang/Netty.h	ptr
org.jboss.netty.channel.ChannelPipelineFactory	jlang::netty::ChannelPipelineFactory*	jlang/Netty.h	iface
org.jboss.netty.channel.ChannelStateEvent	jlang::netty::ChannelStateEvent*	jlang/Netty.h	ptr
org.jboss.netty.channel.ExceptionEvent	jlang::netty::ExceptionEvent*	jlang/Netty.h	ptr
org.jboss.netty.channel.MessageEvent	jlang::netty::MessageEvent*	jlang/Netty.h	ptr
org.jboss.netty.channel.Channels	jlang::netty::Channels	jlang/Netty.h	static
org.jboss.netty.channel.SimpleChannelUpstreamHandler	jlang::netty::SimpleChannelUpstreamHandler*	jlang/Netty.h	ptr
org.jboss.netty.channel.group.ChannelGroup	jlang::netty::ChannelGroup*	jlang/Netty.h	ptr
org.jboss.netty.channel.group.DefaultChannelGroup	jlang::netty::ChannelGroup*	jlang/Netty.h	ptr
org.jboss.netty.channel.group.ChannelGroupFuture	jlang::netty::ChannelGroupFuture*	jlang/Netty.h	ptr
org.jboss.netty.channel.socket.nio.NioServerSocketChannelFactory	jlang::netty::NioServerSocketChannelFactory*	jlang/Netty.h	ptr
org.jboss.netty.handler.codec.frame.LengthFieldBasedFrameDecoder	jlang::netty::LengthFieldBasedFrameDecoder*	jlang/Netty.h	ptr
org.jboss.netty.handler.codec.oneone.OneToOneDecoder	jlang::netty::OneToOneDecoder*	jlang/Netty.h	ptr
org.jboss.netty.handler.codec.oneone.OneToOneEncoder	jlang::netty::OneToOneEncoder*	jlang/Netty.h	ptr
org.jboss.netty.handler.execution.ExecutionHandler	jlang::netty::ExecutionHandler*	jlang/Netty.h	ptr
org.jboss.netty.handler.execution.OrderedMemoryAwareThreadPoolExecutor	jlang::netty::OrderedMemoryAwareThreadPoolExecutor*	jlang/Netty.h	ptr
# ---------------------------------------------------------------- libraries ported with the codebase
com.aionengine.commons.configuration.ConfigurableProcessor	org::openaion::commons::configuration::ConfigurableProcessor	-	codebase	chatserver's ae-commons jar == commons/src
com.aionengine.commons.configuration.Property	-	-	marker	annotation
com.aionengine.commons.services.LoggingService	org::openaion::commons::services::LoggingService	-	codebase
com.aionengine.commons.utils.AEInfos	org::openaion::commons::utils::AEInfos	-	codebase	add printSection(String)
com.aionengine.commons.utils.PropertiesUtils	org::openaion::commons::utils::PropertiesUtils	-	codebase
aionjHungary.geoEngine.*	aionjHungary::geoEngine::*	-	codebase	geoengine/src (decompiled jar, ported)
